epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,1330.45,1.43901,0.61715,1.12522,0.88743,0.8411,0.90115,0.42258,1.85583,0.82358,1.3177,1.37828e-05,1.37828e-05,1.37828e-05
159,1549.04,1.45017,0.62112,1.12789,0.88767,0.84098,0.90116,0.42258,1.85603,0.82352,1.31774,1.37432e-05,1.37432e-05,1.37432e-05
160,1769.57,1.4393,0.61688,1.12121,0.88733,0.84134,0.90124,0.4225,1.85626,0.82336,1.31782,1.37036e-05,1.37036e-05,1.37036e-05
161,1990.27,1.42943,0.61385,1.1207,0.88796,0.84077,0.90114,0.42222,1.85685,0.82345,1.31814,1.3664e-05,1.3664e-05,1.3664e-05
162,2211.02,1.43903,0.61784,1.12186,0.88836,0.8406,0.90131,0.4222,1.85708,0.8234,1.31818,1.36244e-05,1.36244e-05,1.36244e-05
163,2432.15,1.43864,0.61559,1.12242,0.88803,0.84088,0.90121,0.42213,1.85711,0.82341,1.31816,1.35848e-05,1.35848e-05,1.35848e-05
164,2650.13,1.44327,0.61801,1.12207,0.88839,0.84049,0.90125,0.42221,1.85698,0.82318,1.31814,1.35452e-05,1.35452e-05,1.35452e-05
165,2869.59,1.43482,0.61481,1.12251,0.88857,0.84044,0.90123,0.42224,1.85691,0.823,1.31816,1.35056e-05,1.35056e-05,1.35056e-05
166,3087.03,1.43739,0.61502,1.11518,0.888,0.84111,0.90122,0.42226,1.85713,0.82296,1.3184,1.3466e-05,1.3466e-05,1.3466e-05
167,3308.19,1.424,0.61039,1.11735,0.88835,0.8408,0.90114,0.42221,1.85753,0.82314,1.31883,1.34264e-05,1.34264e-05,1.34264e-05
